,Place Name,Place ID,Latitude,Longitude,Rating,Rate_amount,Types,Address
60,八方雲集 (蘆洲仁愛店),ChIJwa9TvcqoQjQR5joMQN6WyVw,25.0898593,121.4691773,3.1,183,"['restaurant', 'food', 'point_of_interest', 'establishment']",蘆洲區民族路401號
61,八方雲集(蘆洲成蘆店),ChIJjc9TykyvQjQRIc8qYKC5HyI,25.0932208,121.4611619,4,238,"['restaurant', 'food', 'point_of_interest', 'establishment']",蘆洲區三民路589號
62,Pizza Hut Tucheng Zhongyang,ChIJsx_iHyodaDQRufKIYCRqxyc,24.9719042,121.4398921,3.4,118,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",土城區中央路二段350號
63,麥當勞-土城中央店,ChIJv520FMkCaDQRqm1aqtST7mg,24.9764794,121.4421519,3.9,1012,"['restaurant', 'food', 'point_of_interest', 'establishment']","1樓, No. 159號, 中央路二段, 土城區"
64,拿坡里披薩 土城店,ChIJZekdbCwdaDQRH2n4-O2yDyM,24.9749929,121.441929,3.7,418,"['restaurant', 'food', 'point_of_interest', 'establishment']",土城區中央路二段240號
66,肯德基KFC-土城中央餐廳,ChIJ7WGQqZodaDQRnZu3Obpd50Q,24.9763611,121.4417414,3.4,320,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 174號, Section 2, Zhongyang Road, Tucheng District"
68,八方雲集,ChIJl4xmlSsdaDQRRl4eeV_pvLk,24.9744454,121.441363,3.1,211,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 268號, Section 2, Zhongyang Road, Tucheng District"
69,達美樂（土城店）,ChIJdQoMp8kCaDQRKUzLdQqTUxM,24.9866667,121.4530556,3.8,111,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",土城區學成路17號
70,八方雲集 (土城學成店),ChIJAT-O8soCaDQRRFYvzup4BCs,24.9886515,121.4479354,3.5,238,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 179號, Xuecheng Road, Tucheng District"
72,八方雲集(板橋亞東店),ChIJwStTGLECaDQR5A164JIWmew,24.9955,121.45362,3.1,198,"['restaurant', 'food', 'point_of_interest', 'establishment']",板橋區四川路二段40號亞東醫院側門附近
73,肯德基 KFC - 板橋中山二餐廳,ChIJY57uvh2oQjQR_uwMfYcUznQ,25.0097324,121.4610846,3.7,1124,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 65, Section 1, Zhongshan Road, Banqiao District"
75,摩斯漢堡,ChIJV41jEBaoQjQROpuyGozZ_KE,25.007221,121.461143,4.1,783,"['restaurant', 'food', 'point_of_interest', 'establishment']",板橋區館前東路60號
77,McDonald's,ChIJI57DZqcCaDQRa2qb7cmadsw,25.007891,121.4610579,3.9,1876,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 23號, Chongqing Road, Banqiao District"
78,達美樂板橋華興店,ChIJ0SHSHqYCaDQRGCQG2ZGiiTY,25.0048687,121.4573802,3.8,115,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","No. 65號, Huaxing Street, Banqiao District"
79,八方雲集 (板橋後菜園店),ChIJjfRkTT6oQjQR9kng0dq-bQ8,25.010226,121.4577529,3.1,54,"['restaurant', 'food', 'point_of_interest', 'establishment']",板橋區後菜園街1之1號
80,McDonald's Banqiao Fuzhong,ChIJeWSZUB2oQjQRUgbKi96JrTE,25.0093098,121.4577543,3.8,2057,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 69號, Fuzhong Road, Banqiao District"
83,摩斯漢堡 板橋車站店,ChIJV41jEBaoQjQRBhZ-ZRutfFE,25.0143985,121.4634922,2.9,140,"['restaurant', 'food', 'point_of_interest', 'establishment']",板橋區縣民大道二段7號B1
85,PIZZA HUT必勝客-板橋車站店,ChIJhTGzWTWpQjQRydHo4tLIiYM,25.0141549,121.4636257,1.7,3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","B1, No. 7號, Section 2, Xianmin Boulevard, Banqiao District"
87,麥當勞-板橋遠百店,ChIJI57DZqcCaDQRf2rqFibDZr0,25.0109147,121.4644746,3.7,346,"['restaurant', 'food', 'point_of_interest', 'establishment']",板橋區中山路一段152號12樓
94,PIZZA HUT必勝客-板橋文化店,ChIJ1XhULz6oQjQRxjuRs3VE0jA,25.024215,121.4689391,3.5,226,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",板橋區文化路二段14號
96,麥當勞-板橋文化店,ChIJ97PcdkCoQjQRJH2hEzeDwJQ,25.0277549,121.470436,4,2972,"['restaurant', 'food', 'point_of_interest', 'establishment']",板橋區文化路二段173號
97,八方雲集 (板橋莊敬店),ChIJ8YzZWz6oQjQR18yARJzBoeo,25.0236105,121.4708971,3.6,189,"['restaurant', 'food', 'point_of_interest', 'establishment']",板橋區莊敬路132號
98,摩斯漢堡 板橋新埔店,ChIJV41jEBaoQjQR1amY4Q0Ujnk,25.0217338,121.4676039,4,597,"['restaurant', 'food', 'point_of_interest', 'establishment']",板橋區文化路一段302號
100,八方雲集 (板橋光武店),ChIJXSIibhWoQjQR4e3nCyIPY9I,25.0259439,121.4674944,2.9,185,"['restaurant', 'food', 'point_of_interest', 'establishment']",板橋區光武街34號
105,八方雲集仁化店,ChIJc_g0OwypQjQR0flECLoahT4,25.0315127,121.4750598,3.7,131,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 32號, Renhua Street, Banqiao District"
106,摩斯漢堡 雙十店,ChIJV41jEBaoQjQRb2k8EsGzAZc,25.0286722,121.4737417,4.1,728,"['restaurant', 'food', 'point_of_interest', 'establishment']",板橋區雙十路二段187號
108,達美樂板橋雙十店,ChIJky_wazioQjQRcGhSBjk67pU,25.0275436,121.4761215,3.7,124,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",板橋區雙十路二段40號
109,八方雲集(板橋文化店),ChIJ1_f7qFapQjQR4E9PiCCcBhY,25.027081,121.472829,2.9,151,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 38號, Zhuangjing Road, Banqiao District"
110,八方雲集（板橋大同店）,ChIJrdYGdkeoQjQRUn1L2GFLCfQ,25.0266612,121.4770149,3.5,155,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 6號, Datong Street, Banqiao District"
112,八方雲集(板橋宏國店),ChIJS5isdAupQjQRwk-6iH1HJ5I,25.03243,121.470006,3.8,35,"['restaurant', 'food', 'point_of_interest', 'establishment']",板橋區宏國路101號
114,摩斯漢堡 中華店,ChIJNU5gAwypQjQRk_whxlSPnbI,25.0455398,121.5087662,3.8,1007,"['restaurant', 'food', 'point_of_interest', 'establishment']",萬華區中華路一段80號
116,八方雲集 (萬華貴陽店),ChIJ1ZI-eKepQjQRvWt3p0Z3jy4,25.0396521,121.5056013,3.1,544,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 27, Section 2, Guiyang Street, Wanhua District"
117,肯德基KFC-台北峨嵋餐廳,ChIJzxoI9wipQjQRGFeS1blKsFY,25.0433561,121.5071455,3.8,1804,"['restaurant', 'food', 'point_of_interest', 'establishment']",萬華區峨嵋街14-16號
121,SUBWAY中山捷運店,ChIJHQWbgG6pQjQRzgVSw3_mV74,25.0500732,121.5201035,3.5,274,"['restaurant', 'food', 'point_of_interest', 'establishment']","B1 A15室, No. 52-1號, 長安西路, 大同區"
122,MOS BURGER QSquare Shop,ChIJx5uydnOpQjQRmuKdIkvxdic,25.0489585,121.5183296,3.2,447,"['restaurant', 'food', 'point_of_interest', 'establishment']","1F, No. 1號, Section 1, Chengde Road, Datong District"
123,MOS BURGER NTU Children’s Hospital Shop,ChIJaU2WuHOpQjQR92KMN6q1gyM,25.0442304,121.5188189,4.1,77,"['restaurant', 'food', 'point_of_interest', 'establishment']","B1, No. 8號, 中山南路, 中正區"
124,麥當勞,ChIJ-Y7icHOpQjQRxMCxcRYEGOE,25.0445577,121.5168706,3.8,2532,"['restaurant', 'food', 'point_of_interest', 'establishment']",中正區公園路30-1號
125,摩斯漢堡 公園店,ChIJx5uydnOpQjQR9ML0uuIFZH0,25.0438889,121.5166667,3.9,917,"['restaurant', 'food', 'point_of_interest', 'establishment']",中正區公園路38號
127,McDonald's,ChIJ-Y7icHOpQjQR3yT-dkq4-fE,25.0458908,121.5148544,3.8,3874,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 8號, Guanqian Road, Zhongzheng District"
128,Subway,ChIJt4agn22pQjQRjYOPJs7xDKE,25.049308,121.5171935,2,166,"['restaurant', 'food', 'point_of_interest', 'establishment']","B2, No. 1號, Section 1, Chengde Road, Datong District"
131,摩斯漢堡 善導寺店,ChIJx5uydnOpQjQRMNa2pLkN-Gs,25.0438473,121.526491,3.7,561,"['restaurant', 'food', 'point_of_interest', 'establishment']",中正區忠孝東路一段178號
133,SUBWAY,ChIJm9Y6iAmpQjQRh-JGrx_16C0,25.0401596,121.5317959,3.6,248,"['restaurant', 'food', 'point_of_interest', 'establishment']",中正區濟南路二段58之2號
134,PIZZA HUT必勝客-新生外送店,ChIJ18wdZ3ypQjQRAKnVm2zXIWo,25.0413868,121.5324856,3.7,159,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",中正區新生南路一段52-1號
136,McDonald's,ChIJ-Y7icHOpQjQRsQCAcFtswBE,25.0400268,121.5324778,3.8,1938,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 66, Section 2, Jinan Road, Zhongzheng District"
137,摩斯漢堡三創園區店,ChIJ6y-Tq2SpQjQRie5fu4lewdo,25.0454897,121.5311294,3.4,51,"['restaurant', 'food', 'point_of_interest', 'establishment']",中山區市民大道三段2號
139,KFC,ChIJK1gPp3ypQjQRdDHuJ1ZgqiQ,25.0438758,121.5314242,3.7,1337,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 64, Section 1, Bade Road, Zhongzheng District"
140,MOS BURGER Ren’ai Shop,ChIJR4y1_YapQjQRRMg46AuCxV4,25.0382216,121.546462,3.7,364,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 37-11, Section 4, Ren'ai Road, Da’an District"
141,摩斯漢堡 復興SOGO店,ChIJC_5tr9CrQjQRStx_zdhe1oE,25.0408932,121.5432417,3.4,55,"['restaurant', 'food', 'point_of_interest', 'establishment']",大安區忠孝東路三段300號B2
143,肯德基KFC-台北中崙餐廳,ChIJuYoL7t2rQjQRGX3uE9NjcHU,25.0459117,121.5426824,3.7,340,"['restaurant', 'food', 'point_of_interest', 'establishment']",中山區八德路二段306號B1樓
145,MOS BURGER Mingyao Shop,ChIJUWUmAi2qQjQRnl3JbmIxYcU,25.0405509,121.5519579,4,645,"['restaurant', 'food', 'point_of_interest', 'establishment']","B1, No. 37, Lane 151, Section 4, Ren'ai Road, Da’an District"
147,McDonald's,ChIJ5Zls-surQjQRuwJq1J8WCts,25.0417681,121.5469743,3.8,1782,"['restaurant', 'food', 'point_of_interest', 'establishment']","之一號, No. 73號, Section 4, Zhongxiao East Road, Da’an District"
148,麥當勞,ChIJ5Zls-surQjQRvDrz7KyVZRw,25.039521,121.557417,3.8,2636,"['restaurant', 'food', 'point_of_interest', 'establishment']",大安區光復南路286號
149,Subway忠孝延吉店,ChIJ-ZxVhsarQjQRjvVBlYogKHM,25.0421514,121.5546625,3.3,239,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","No. 11, Alley 2, Lane 131, Yanji Street, Da’an District"
150,八方雲集 (台北聯合店),ChIJO8ktzb6rQjQRozzY_ixQ60w,25.0423921,121.5634874,3.7,298,"['restaurant', 'food', 'point_of_interest', 'establishment']",信義區忠孝東路四段559巷7號
151,摩斯漢堡 松山店,ChIJ7RVlNLqrQjQRBs2n1Jc18Vk,25.0418708,121.5794579,3.8,436,"['restaurant', 'food', 'point_of_interest', 'establishment']",信義區忠孝東路五段629號
153,McDonald's,ChIJjfzEsLCrQjQRlvJZ6rhFK2c,25.0412666,121.5791984,3.5,849,"['restaurant', 'food', 'point_of_interest', 'establishment']","1 樓, No. 522, Section 5, Zhongxiao East Road, Xinyi District"
154,SUBWAY,ChIJQbeYqqarQjQRay6wJlRKglA,25.039216,121.576982,3.7,261,"['restaurant', 'food', 'point_of_interest', 'establishment']",信義區松德路28號
155,肯德基KFC-台北永春餐廳,ChIJGctoEF-qQjQRDk0R4S8xcdg,25.0411666,121.5738102,3.4,622,"['restaurant', 'food', 'point_of_interest', 'establishment']","B1, No. 297, 忠孝東路五段, 信義區"
160,Subway忠孝院區店,ChIJz2PIsnWrQjQRiKRQ6Qwz6WM,25.0459775,121.5852857,3.7,256,"['restaurant', 'food', 'point_of_interest', 'establishment']",南港區同德路79號
161,八方雲集鍋貼水餃專賣店-忠孝店,ChIJIyN7V3SrQjQR-Ha8T0tPtRg,25.0454929,121.585022,3.6,188,"['restaurant', 'food', 'point_of_interest', 'establishment']",南港區同德路62號
166,八方雲集 (信義五分埔店),ChIJlemmmsmrQjQRRhGi6laMWtc,25.0485315,121.5798604,3.5,302,"['restaurant', 'food', 'point_of_interest', 'establishment']",信義區松隆路341號
167,麥當勞-松山車站店,ChIJDwL2pJ6rQjQRz7sYkQTsebg,25.0490763,121.5795015,3.5,545,"['restaurant', 'food', 'point_of_interest', 'establishment']",信義區松山路11號
171,八方雲集,ChIJIyN7V3SrQjQRAg-5y7rjf1c,25.0515522,121.5937694,2.9,287,"['restaurant', 'food', 'point_of_interest', 'establishment']",南港區昆陽街97號
172,PIZZA HUT必勝客-南港昆陽店,ChIJATkgtr2rQjQR_cEQFot2EgE,25.0495095,121.5907934,3.8,18,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",南港區忠孝東路六段326號
175,麥當勞-台北南港店,ChIJZ_AZA16rQjQRP1Yb4p2Yy6I,25.0544444,121.6058333,3.7,1165,"['restaurant', 'food', 'point_of_interest', 'establishment']",南港區南港路二段16號
176,MOS BURGER,ChIJXZm3712rQjQRnzmVXZZQaOc,25.0528062,121.6063011,3.7,310,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 369, 忠孝東路七段, 南港區"
177,Pizza Hut,ChIJO15ZwF2rQjQRFIxThQ_taOk,25.0524415,121.604529,3.7,941,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","9樓, No. 299號, Section 7, Zhongxiao East Road, Nangang District"
178,SUBWAY (南港CityLink),ChIJR9KDuGWrQjQRNYcRcl_r--0,25.0528834,121.6059243,3.5,221,"['restaurant', 'food', 'point_of_interest', 'establishment']","忠孝東路七段369號B棟1樓, 南港區"
179,摩斯漢堡 南港展覽館店,ChIJK1tFeaesQjQRpSi5ikGeTUI,25.0564594,121.6171579,3.6,196,"['restaurant', 'food', 'point_of_interest', 'establishment']",南港區經貿二路1號
181,麥當勞-台北研究院店,ChIJZ_AZA16rQjQR-g8MzhHK43M,25.0522571,121.6163202,3.7,1560,"['restaurant', 'food', 'point_of_interest', 'establishment']",南港區研究院路一段99號
182,PIZZA HUT必勝客-南港外送店,ChIJR_2xUFirQjQRFg2ntYBgEcI,25.0548637,121.6143439,3.4,189,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","No. 113號, Section 1, Nangang Road, Nangang District"
184,SUBWAY,ChIJsWjehVirQjQRrvLWD-Zdt28,25.0568301,121.6133779,3.8,211,"['restaurant', 'food', 'point_of_interest', 'establishment']",南港區三重路19之4號
185,拿坡里披薩 南港店,ChIJeS-p-VirQjQRPcvc4RRudPI,25.0557719,121.613781,4.1,467,"['restaurant', 'food', 'point_of_interest', 'establishment']",南港區三重路7號
187,MOS BURGER Nangang Shop,ChIJK1tFeaesQjQR9UR8ZJlpG1E,25.057518,121.6137391,3.7,398,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 19-8號, Sanchong Road, Nangang District"
188,肯德基KFC-台北南港餐廳,ChIJWSQ4i1irQjQRjj4X3tpkyk4,25.0558183,121.6138087,3.7,784,"['restaurant', 'food', 'point_of_interest', 'establishment']","1-2樓, No. 11號, Sanchong Road, Nangang District"
0,麥當勞-台北動物園三店,ChIJL-BJs3aqQjQRLgXRc-JrSIk,24.9987704,121.5818518,3.9,883,"['restaurant', 'food', 'point_of_interest', 'establishment']",文山區新光路二段30號
1,MOS BURGER,ChIJ2cIjGZeuQjQRCVbqh4sKl4c,24.9983305,121.5810084,-,-,"['restaurant', 'food', 'point_of_interest', 'establishment']",文山區新光路二段30號
2,八方雲集鍋貼水餃專賣店,ChIJEbqDBxOqQjQRe5SF6y2igx0,24.9994339,121.55701,3.3,417,"['restaurant', 'food', 'point_of_interest', 'establishment']",文山區興隆路三段98號
4,麥當勞-台北麟光店,ChIJwednY4mpQjQRUFPwDKmLxXs,25.0183095,121.5580073,3.9,1187,"['restaurant', 'food', 'point_of_interest', 'establishment']",大安區和平東路三段406巷8號
5,麥當勞-復興二店,ChIJ5Zls-surQjQRtT-wtUeIkxo,25.0256551,121.5436463,3.5,1391,"['restaurant', 'food', 'point_of_interest', 'establishment']",大安區復興南路二段273號
6,八方雲集 (師院店),ChIJTUKchS6qQjQRSCFKS6Z_VSI,25.0249649,121.545013,2.8,298,"['restaurant', 'food', 'point_of_interest', 'establishment']",大安區和平東路二段311巷2號
7,Subway,ChIJucZXSSmqQjQRdG4BfMQO3uA,25.025214,121.542348,3.5,200,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 203, Section 2, Heping East Road, Da’an District"
8,SUBWAY,ChIJDRdBENOrQjQRcphhVzidq4A,25.0328731,121.5446854,3.7,393,"['restaurant', 'food', 'point_of_interest', 'establishment']",大安區信義路四段30巷5號
11,肯德基KFC-台北中山餐廳,ChIJuYoL7t2rQjQRIcmafl9NJj8,25.0516943,121.5436155,3.7,955,"['restaurant', 'food', 'point_of_interest', 'establishment']",中山區南京東路三段222號
13,McDonald's,ChIJcVe4HuirQjQRkg7aiCcAOcY,25.061872,121.5460426,3.8,1470,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 128號, Section 3, Minquan East Road, Songshan District"
14,SUBWAY 松山機場店,ChIJDZHrcOerQjQRkCP_4WX2Dio,25.0637946,121.5514008,3.3,323,"['restaurant', 'food', 'point_of_interest', 'establishment']",松山區敦化北路340之9號
15,MOS BURGER Songshan Airport Shop,ChIJlxB5dpKrQjQRKtMql-5VVzc,25.0636871,121.5507894,3.4,108,"['restaurant', 'food', 'point_of_interest', 'establishment']",松山區敦化北路340-9號
16,八方雲集 (北安店),ChIJczcVlwWsQjQR45YSUJv9zIE,25.0800037,121.5472546,2.8,292,"['restaurant', 'food', 'point_of_interest', 'establishment']",中山區北安路535之2號
17,PIZZA HUT必勝客-大直外送店,ChIJOQQ0gQWsQjQRMpLTpfamHiM,25.0802438,121.5481817,3.3,110,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",中山區北安路552號
19,MOS BURGER Dazhi Jiannan Shop,ChIJRea2ThKsQjQR2kTBOJmaA8M,25.0837445,121.5555286,3.7,389,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 11, Jingye 3rd Road, Zhongshan District"
20,肯德基KFC-台北內湖餐廳,ChIJoYZULmysQjQRc5r_xexAWx8,25.0823489,121.5648372,3.8,1695,"['restaurant', 'food', 'point_of_interest', 'establishment']",內湖區內湖路一段230號
22,麥當勞-台北西湖店,ChIJT3LboWOsQjQR3p2bQiG05yk,25.0824181,121.5661213,3.8,1295,"['restaurant', 'food', 'point_of_interest', 'establishment']",內湖區內湖路一段283號
23,摩斯漢堡,ChIJQ2Z5mW-sQjQRIUNzgxW3Jxc,25.0803762,121.5747349,3.6,374,"['restaurant', 'food', 'point_of_interest', 'establishment']",內湖區內湖路一段637號
25,摩斯漢堡,ChIJJaf17HusQjQRChsykn90CM4,25.078294,121.5841025,3.8,531,"['restaurant', 'food', 'point_of_interest', 'establishment']",內湖區文德路212號
27,摩斯漢堡 內湖店,ChIJJaf17HusQjQRiwZu3CfcxVo,25.0844284,121.5954487,3.9,518,"['restaurant', 'food', 'point_of_interest', 'establishment']",內湖區成功路四段202號
29,必勝客Pizza Hut 內湖成功店,ChIJ_fE4vIusQjQR_QkxnaNNxQ0,25.0849323,121.5937332,3.5,163,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",內湖區金龍路45號
31,McDonald's Neihu Jinlong Road,ChIJ7bY8xbCtQjQR7qK_9yEMT5Y,25.0845091,121.5943056,3.8,746,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 6號, Jinlong Road, Neihu District"
32,MOS BURGER摩斯漢堡,ChIJJaf17HusQjQR_ZmtKiDOgWw,25.0740049,121.6060285,3.9,587,"['restaurant', 'food', 'point_of_interest', 'establishment']",內湖區成功路五段63號
35,八方雲集(內湖新麗湖店),ChIJY0vV9kCtQjQRKjOAoxezcpU,25.071912,121.6086085,2.9,24,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 46號, Section 3, Kangning Road, Neihu District"
36,麥當勞-台北康寧店,ChIJT3LboWOsQjQR3sStcTiZUQo,25.0693762,121.6117996,3.8,1681,"['restaurant', 'food', 'point_of_interest', 'establishment']",內湖區康寧路三段168號
39,麥當勞-新台北101店,ChIJjfzEsLCrQjQRULh_qa2QVNQ,25.0334929,121.564101,3.7,311,"['restaurant', 'food', 'point_of_interest', 'establishment']",信義區市府路45號B1
40,摩斯漢堡 台北101店,ChIJ7RVlNLqrQjQRFXoASxvlvOg,25.0334929,121.564101,3.3,67,"['restaurant', 'food', 'point_of_interest', 'establishment']",信義區市府路45號B1
42,McDonald's,ChIJ5Zls-surQjQRzxwE_m6-p7E,25.0333281,121.5545596,3.8,1445,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 273號, Section 4, Xinyi Road, Da’an District"
44,SUBWAY,ChIJoS9qLIWpQjQRM1PZl-uB8N8,25.0337561,121.5343572,4,400,"['restaurant', 'food', 'point_of_interest', 'establishment']",大安區信義路三段27號
45,摩斯漢堡 南昌店,ChIJx5uydnOpQjQRC1ksJXweye8,25.0317025,121.5167256,3.8,733,"['restaurant', 'food', 'point_of_interest', 'establishment']",中正區南昌路一段44號
48,MOS BURGER MRT Shop,ChIJx5uydnOpQjQRH-3B3JqxYNI,25.0465334,121.5178038,3.6,216,"['restaurant', 'food', 'point_of_interest', 'establishment']","B1, No. 49, Section 1, Zhongxiao West Road, Zhongzheng District"
49,MOS BURGER Zhongshan Store,ChIJVz_R2WipQjQRcuB4O6sXWwk,25.0527048,121.5227966,3.8,648,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 9, Section 2, Zhongshan North Road, Zhongshan District"
50,拿坡里披薩 民生店,ChIJzTiiA2qpQjQRC3qIAQ_EB50,25.0576459,121.519611,3.9,538,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",大同區民生西路83號
52,肯德基KFC-台北雙連餐廳,ChIJvTkYdEKpQjQRCCfBw8W2exA,25.0578876,121.5216724,3.7,995,"['restaurant', 'food', 'point_of_interest', 'establishment']",中山區民生西路9號
54,麥當勞-民生三店,ChIJJ-T2AW2pQjQRlO6_vPQbKJE,25.0577491,121.5203481,3.6,1116,"['restaurant', 'food', 'point_of_interest', 'establishment']",大同區民生西路55號
55,Mos Burger,ChIJgbzvHhOpQjQRNR7gSMh6dWY,25.057665,121.519756,3.6,402,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 77, Minsheng West Road, Datong District"
56,MOS BURGER Zhongbei Shop II,ChIJ74_y1GmpQjQR4d29bp4G_Dc,25.0571762,121.5225898,3.7,232,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 76, Section 2, Zhongshan North Road, Zhongshan District"
57,摩斯漢堡MOSBURGER民權西路店,ChIJxXKO1GmpQjQR_KfjXewSTdg,25.063014,121.521502,3.8,1068,"['restaurant', 'food', 'point_of_interest', 'establishment']",中山區民權西路25號
60,麥當勞-民權三店,ChIJzapf0lypQjQRIjUlKnPDot8,25.0626373,121.5199814,3.8,1515,"['restaurant', 'food', 'point_of_interest', 'establishment']",中山區民權西路68號
61,八方雲集 (台北天祥店),ChIJZ0wPjF6pQjQRTu7k7cd0G6w,25.0633069,121.5209029,3.5,254,"['restaurant', 'food', 'point_of_interest', 'establishment']",中山區天祥路59號
62,八方雲集大同圓山店（Bafang Dumpling),ChIJ5dBPxEipQjQRemdbQWhhddg,25.0707187,121.5189416,3.4,211,"['restaurant', 'food', 'point_of_interest', 'establishment']",大同區酒泉街37號
63,Subway,ChIJ7W_mOkmpQjQRJnMAPnsOjPo,25.0722845,121.5190159,4.1,416,"['restaurant', 'food', 'point_of_interest', 'establishment']",大同區承德路三段263號
64,拿坡里披薩 士林店,ChIJeyaIr7yuQjQRvzs3ip2sOdw,25.0945619,121.524869,4.1,456,"['restaurant', 'food', 'point_of_interest', 'establishment']",士林區文林路430號
66,PIZZA HUT必勝客-士林中正店,ChIJG3Yaf8muQjQRS5Vtte3JVNs,25.0951611,121.5258221,3.5,119,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",士林區中正路241號
68,MOS BURGER MRT Shilin Shop,ChIJyyxdN6OuQjQR86eIGeFF-SA,25.095272,121.5262506,3.7,397,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 225, Zhongzheng Road, Shilin District"
69,Subway,ChIJe5PVVqKuQjQRzIim-5Ju91M,25.0955052,121.5251504,3,300,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 62, Meide Street, Shilin District"
70,八方雲集 (北投明德店),ChIJZwaRelquQjQRXmSbvXHBfs8,25.109305,121.519558,3,406,"['restaurant', 'food', 'point_of_interest', 'establishment']",北投區明德路86號
71,摩斯漢堡MOSBURGER 石牌店,ChIJ5RyKyfOuQjQRq1t6TpchVmU,25.1145058,121.513746,3.9,782,"['restaurant', 'food', 'point_of_interest', 'establishment']",北投區石牌路一段174號
74,肯德基 KFC - 台北石牌餐廳,ChIJX3W_4IyuQjQRsKiV_fE2ffw,25.115006,121.515673,3.7,933,"['restaurant', 'food', 'point_of_interest', 'establishment']",北投區東華街一段550號
76,八方雲集 (北投吉利店),ChIJZwaRelquQjQRaHZZQ1xKKIs,25.1191,121.5064449,3.6,167,"['restaurant', 'food', 'point_of_interest', 'establishment']",北投區吉利街123巷16號
77,八方雲集 北投崇仁店,ChIJTYogC2-vQjQRYaT7gwxpWqA,25.1265795,121.5015352,3.6,99,"['restaurant', 'food', 'point_of_interest', 'establishment']","No. 71號, Section 1, Chongren Road, Beitou District"
78,麥當勞-台北大業店,ChIJmaIVx1auQjQR22qvhbHj0uo,25.1311111,121.4986111,4,1235,"['restaurant', 'food', 'point_of_interest', 'establishment']",北投區北投路二段15號
79,摩斯漢堡MOS BURGER-北投捷運店,ChIJneA9UlGuQjQRGSPzDVpVJ8Q,25.1323246,121.4971782,3.7,323,"['restaurant', 'food', 'point_of_interest', 'establishment']",北投區北投路二段45號1樓
82,八方雲集 (北投北投二店),ChIJsWmj51auQjQRFAklt2YRovQ,25.130438,121.499311,3.9,238,"['restaurant', 'food', 'point_of_interest', 'establishment']","號, No. 5, 北投路二段, 北投區"
83,肯德基 KFC - 北投光明餐廳,ChIJLYFlb22uQjQRt8sVgg0smZ8,25.1365213,121.5041596,3.6,436,"['restaurant', 'food', 'point_of_interest', 'establishment']",北投區光明路225號
85,摩斯漢堡MOSBURGER 北投光明店,ChIJ5RyKyfOuQjQRSg2b2u0bt3s,25.1361198,121.5039749,3.8,543,"['restaurant', 'food', 'point_of_interest', 'establishment']",北投區光明路212號
