,Place Name,Place ID,Latitude,Longitude,Rating,Rate_amount,Types,Address
181,一籃子股份有限公司,ChIJEyoDf-irQjQRozOeitwXI7U,25.0493162,121.5437528,5,1,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區復興北路38號3樓
182,健康蔬食材料店 VEGGIE LIFE,ChIJ-ygnItyrQjQRgQg6ve1w9EE,25.0486542,121.5432036,-,-,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區遼寧街45巷32號
191,Enny,ChIJMSm6huCrQjQRILYXidwBtJc,25.053666,121.540146,-,-,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區南京東路三段109巷
192,全聯福利中心Pxmart 中山興安,ChIJqxPnOuGrQjQRE2C3tbO9MiU,25.0561892,121.5418755,3.9,395,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區興安街55號
195,全聯福利中心 長春店,ChIJrbaHceCrQjQR2G37RMS0nY4,25.054135,121.538794,4,362,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區長春路258巷6號號1樓
196,義美食品 - 台北龍江門市,ChIJVSiC1-OrQjQRDDC24-N0I8A,25.0586521,121.5405455,4.2,98,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區龍江路240號
199,全聯福利中心Pxmart 松山民有,ChIJNZq9EuWrQjQRp50VmbjtlqM,25.0603738,121.5470823,4.2,901,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",松山區民權東路三段140巷15號1樓
200,台灣主婦聯盟生活消費合作社中山國中站,ChIJp6uEQeWrQjQR9uL_jxDyxS8,25.0610443,121.5472215,4.5,27,"['store', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'establishment']",松山區敦化北路244巷43號
201,ROYAL MINSHENG (Toko Indo Royal) 印尼店,ChIJDSN1pIWrQjQReuEBhsMpH90,25.0599675,121.5464177,-,-,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","Taipei City Minsheng East Road Section 3 Lane 113 Alley 25 No. 1, 1 Flour, 松山區"
202,安永鮮物松山民有店,ChIJW4gb_ESrQjQRs4XnBc21dSM,25.0588663,121.5473552,4.4,14,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",松山區民生東路三段127巷12號1樓
208,頂好Wellcome超市 敦北陽店,ChIJ-9H6IO-rQjQR9eYPesSl6rE,25.0570734,121.5511646,3.8,343,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",松山區敦化北路199巷5號
211,全聯福利中心 (松花店),ChIJUS4O-eKrQjQR4m9Ea9uXqQM,25.0616114,121.539347,4,658,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區合江街137號號1樓
212,沐果樂元,ChIJyVb3hMSrQjQRioaiIOFAbS8,25.0630114,121.5413442,5,2,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區龍江路331巷5號
216,全家便利商店 五常店,ChIJ4fpWi4urQjQROcwtTYXBz4c,25.0654831,121.5397263,4.3,28,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區五常街53巷23號
217,幸福家百貨生活館,ChIJ6Ubb-vyrQjQRhDiJrUoKSO8,25.065935,121.540362,3.9,143,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",中山區龍江路356巷10號
218,菘柏水果行,ChIJCVVeav2rQjQRidbO8eCvOdw,25.065702,121.5381662,-,-,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","號, No. 23, 建國北路三段81巷, 中山區"
223,全聯福利中心民生社區門市,ChIJd8pExe2rQjQRj-0QjY-0low,25.0584759,121.5548724,4,522,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",松山區民生東路四段133號
224,永豐餘生技-真食物專賣店,ChIJ1RO53XyrQjQRriWjUF479i8,25.0580586,121.5543206,4.5,4,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",松山區民生東路四段110號
